"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Romania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",519.224,,,"Currency: ROU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Romania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",408.158,,,"Currency: ROU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Romania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",462.32,,,"Currency: ROU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Romania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",375.396,,,"Currency: ROU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Romania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",411.018,,,"Currency: ROU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Romania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2013",394.401,,,"Currency: ROU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Romania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2012",304.034,,,"Currency: ROU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Romania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2011",352.007,,,"Currency: ROU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Romania","ES - Structure of Earnings Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2010",306.241,,,"Currency: ROU - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Russian Federation","ES - Establishments sample Survey on employees' wages by Occupation","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",504.166,,,"Working time arrangement coverage: Full-time and part time workers | Currency: RUS - Russian ruble (RUB)","Data reference period: October | Geographical coverage: Total national, excluding some areas"
"Russian Federation","ES - Establishments sample Survey on employees' wages by Occupation","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",453.739,,,"Working time arrangement coverage: Full-time and part time workers | Currency: RUS - Russian ruble (RUB)","Data reference period: October | Geographical coverage: Total national, excluding some areas"
"Russian Federation","ES - Establishments sample Survey on employees' wages by Occupation","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",401.866,,,"Working time arrangement coverage: Full-time and part time workers | Currency: RUS - Russian ruble (RUB)","Employment definition: Excluding own-use production workers | Data reference period: October | Geographical coverage: Total national, excluding some areas"
"Russian Federation","ES - Establishments sample Survey on employees' wages by Occupation","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",329.041,,,"Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers | Currency: RUS - Russian ruble (RUB)","Data reference period: October | Geographical coverage: Total national, excluding some areas"
"Rwanda","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2024",0.001,,,"Currency: RWA - Rwandan franc (RWF)","Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2023",31.113,,,"Currency: RWA - Rwandan franc (RWF)","Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",37.734,,,"Currency: RWA - Rwandan franc (RWF)","Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",36.82,,,"Currency: RWA - Rwandan franc (RWF)","Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",40.129,"Break in series",,"Currency: RWA - Rwandan franc (RWF) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","HIES - Integrated Household Survey on Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",60.291,"Break in series",,"Currency: RWA - Rwandan franc (RWF) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Sudan","LFS - Labor Market Panel Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",166.338,"Break in series",,"Currency: SDN - Sudanese pound (SDG) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Senegal","HIES - Harmonized Survey on Household Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",134.393,,,"Currency: SEN - West African CFA franc (XOF)","Repository: ILO-STATISTICS - Micro data processing"
"Senegal","ADM-LIR - Report on annual declarations of the workforce situation and social balance sheets","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2020",225.746,,,"Working time arrangement coverage: Full-time and part time workers | Currency: SEN - West African CFA franc (XOF)",
"Senegal","LFS - National Employment Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",93.544,,,"Currency: SEN - West African CFA franc (XOF)","Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2023",349.873,,,"Currency: SLV - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",332.053,,,"Currency: SLV - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",279.354,,,"Currency: SLV - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",304.515,,,"Currency: SLV - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","HS - Multi-purpose Household Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",297.701,,,"Currency: SLV - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","HS - Multi-purpose Household Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",280.202,,,"Currency: SLV - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","HS - Multi-purpose Household Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",216.189,,,"Currency: SLV - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","HS - Multi-purpose Household Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",297.791,,,"Currency: SLV - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","HS - Multi-purpose Household Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",235.871,,,"Currency: SLV - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","HS - Multi-purpose Household Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2013",294.18,,,"Currency: SLV - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Serbia","HIES - Survey on Income and living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",673.307,,,"Currency: SRB - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Serbia","HIES - Survey on Income and living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",498.791,,,"Currency: SRB - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Serbia","HIES - Survey on Income and living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2020",602.474,,,"Currency: SRB - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Serbia","HIES - Survey on Income and living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",826.296,,,"Currency: SRB - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Serbia","HIES - Survey on Income and living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",617.103,,,"Currency: SRB - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Serbia","HIES - Survey on Income and living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",943.992,,,"Currency: SRB - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Serbia","HIES - Survey on Income and living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",601.191,"Unreliable",,"Currency: SRB - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Serbia","HIES - Survey on Income and living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",819.408,"Unreliable",,"Currency: SRB - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Serbia","HIES - Survey on Income and living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",884.342,,,"Currency: SRB - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Serbia","HIES - Survey on Income and living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2013",482.656,"Unreliable",,"Currency: SRB - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Suriname","HIES - Survey on Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",215.573,,,"Currency: SUR - Surinamese dollar (SRD)","Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2023",1262.872,,,"Currency: SVK - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovakia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",1006.51,,,"Currency: SVK - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovakia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",1222.604,,,"Currency: SVK - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovakia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2020",1396.425,,,"Currency: SVK - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovakia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",1434.509,,,"Currency: SVK - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovakia","ES - Annual Structure of Earnings Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",986.267,,,"Working time arrangement coverage: Full-time and part time workers | Currency: SVK - Euro (EUR)",
"Slovakia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",1048.431,,,"Currency: SVK - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovakia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",1099.84,,,"Currency: SVK - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovakia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",1070.989,,,"Currency: SVK - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovakia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",1184.3,,,"Currency: SVK - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovakia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2013",1049.491,,,"Currency: SVK - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovakia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2012",1219.685,,,"Currency: SVK - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovakia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2011",1117.09,,,"Currency: SVK - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovenia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2023",2011.806,,,"Currency: SVN - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovenia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",2181.874,,,"Currency: SVN - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovenia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",2003.527,,,"Currency: SVN - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovenia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2020",1799.038,,,"Currency: SVN - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovenia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",1595.1,,,"Currency: SVN - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovenia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",1567.773,,,"Currency: SVN - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovenia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",1615.224,,,"Currency: SVN - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovenia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",1624.838,,,"Currency: SVN - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovenia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",1551.389,,,"Currency: SVN - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovenia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",2020.962,,,"Currency: SVN - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovenia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2013",2256.709,,,"Currency: SVN - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovenia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2012",2066.291,,,"Currency: SVN - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Slovenia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2011",1950.29,,,"Currency: SVN - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Sweden","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2023",3250.417,,,"Currency: SWE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Sweden","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",2598.166,,,"Currency: SWE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Sweden","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",3138.425,,,"Currency: SWE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Sweden","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2020",2505.009,,,"Currency: SWE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Sweden","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",2496.827,,,"Currency: SWE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Sweden","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",2399.33,,,"Currency: SWE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Sweden","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",2192.224,,,"Currency: SWE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Sweden","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",2617.905,"Unreliable",,"Currency: SWE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Sweden","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",2207.451,,,"Currency: SWE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Sweden","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",2329.645,,,"Currency: SWE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Sweden","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2013",2904.25,,,"Currency: SWE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Sweden","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2012",3243.179,,,"Currency: SWE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Sweden","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2011",2121.131,,,"Currency: SWE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Eswatini","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",165.935,,,"Currency: SWZ - Lilangeni (SZL)","Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",161.115,,,"Currency: SWZ - Lilangeni (SZL)","Repository: ILO-STATISTICS - Micro data processing"
"Chad","HIES - Modular and Integrated Household Survey on Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",66.064,,,"Currency: TCD - Central African CFA franc (XAF)","Repository: ILO-STATISTICS - Micro data processing"
